protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa053668_T002,TRUE,Master Protein,Sn00001aa053668_T002,20,9,22,690,NA,0.942,1.224,0.992488489994882,0.381441693241801,1,0.938605711429802,104.4,98.3,118.7,145.3,2.37,10.04,18.95,10.76,High,0,48.856,2,70,5.99,74.56,9,6,453.9,329.3,591.7,304.8,607.4,70.5,1142.3,75.6,435.2,132.4,971.7,958.8,1003.7,915.2,1043.3,859.3,1264.1,965.4,1253,1459.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa051098_T001,TRUE,Master Protein,Sn00001aa051098_T001,22,11,67,680,NA,1.196,1.036,0.282171863995923,0.99983543192325,1,1,117.8,140.9,99.7,103.3,5.84,17.88,25.35,4.12,High,0,81.03,7,72.5,5.68,236.53,11,0,840,644.6,984.9,716.4,1214.2,233.6,1147.6,142.9,532,147.3,1798.3,1876.8,1670.7,2151.2,2085.6,2847.3,1270,1824.8,1531.7,1623.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa005789_T001,TRUE,Master Protein,Sn00001aa005789_T001,47,8,21,216,NA,0.819,0.667,0.528046742161635,0.0242288350447608,1,0.168025354196249,121.7,99.7,163.8,109.2,13.89,1.13,20.09,6.27,High,0,39.605,4,23.7,6.55,62.24,8,2,408.1,374.6,675.6,300.1,513,73.3,1149.4,132.6,325.1,92.8,873.7,1090.7,1146,901.1,881.2,893.4,1272,1693.2,936,1022.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048394_T002,TRUE,Master Protein,Sn00001aa048394_T002,32,10,16,456,NA,1.023,0.639,0.999999656067634,0.0877778243814658,1,0.376760661793174,95.9,98.1,178,113.7,1.08,14.2,27.78,0.82,High,0,37.736,5,50.5,6.34,53.61,10,4,387.8,287.3,499.9,236.5,498.1,77.6,1150.1,148.4,346.6,89.5,830.2,836.5,848,710.1,855.6,945.8,1272.8,1895,997.9,986.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa011601_T001,TRUE,Master Protein,Sn00001aa011601_T001,47,16,33,535,NA,1.392,1.267,0.0694590321041699,0.313899887842664,0.560660764611019,0.841522234175922,50,69.6,56.1,71.2,9.8,8.68,18.49,5.21,High,0,80.667,16,59.2,6.8,111.88,16,0,677.5,410,767,623.2,921.3,148.6,1156.8,130.4,666.8,161.8,1450.4,1193.7,1301.1,1871.3,1582.5,1811.2,1280.2,1665.1,1919.8,1783.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa071320_T001,TRUE,Master Protein,Sn00001aa071320_T001,13,12,16,1130,NA,1.103,1.046,0.862316480697065,0.991745851125018,1,1,91.6,101,136.4,142.6,3.18,5.99,6.16,0.01,High,0,30.571,12,122.1,5.53,50.37,12,0,441.3,308.7,525.4,306,602.8,81.3,1158.1,109.5,486.1,127,944.7,898.8,891.3,918.8,1035.4,990.9,1281.6,1398.3,1399.6,1399.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa036739_T001,TRUE,Master Protein,Sn00001aa036739_T001,35,8,18,367,NA,1.044,0.978,0.99950161031167,0.999996663683532,1,1,67.3,70.2,172.3,168.4,13.47,11.07,35.81,11.45,High,0,37.611,8,39.6,9.29,63.6,8,0,181.6,107.4,239.5,112.8,243.7,33.3,1165.8,60.2,311.8,95.8,388.8,312.7,406.3,338.7,418.6,405.9,1290.1,768.7,897.7,1055.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa072546_T001,TRUE,Master Protein,Sn00001aa072546_T001,19,2,4,265,NA,1.298,0.39,0.998984785121635,0.0256404719353915,1,0.174612769599936,51.3,66.6,289.2,112.7,18.52,29.13,22.89,6.83,High,0,8.162,1,26.4,6.11,10.41,2,1,120.7,63.6,115.6,52.3,148.2,23.6,1175.6,73.5,142.5,41,258.4,185.2,196.1,157,254.6,287.7,1301,938.6,410.3,451.9,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa084769_T001,TRUE,Master Protein,Sn00001aa084769_T001,25,5,18,315,NA,0.853,0.688,0.586304574479252,0.144331816159659,1,0.515693678278567,124.9,106.4,137.2,94.5,10.14,4.33,33.24,7.63,High,0,32.221,4,35.1,8.05,63.01,5,1,435.8,312,643.2,264.9,497.7,65,1177.5,63.2,232.3,67.6,933,908.4,1091.1,795.4,854.9,792.3,1303.1,807,668.8,745.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa071460_T001,TRUE,Master Protein,Sn00001aa071460_T001,40,14,41,447,NA,1.033,0.947,0.99994282817368,0.989658108345263,1,1,128.4,132.7,100.5,95.2,6.25,5.54,9.6,21.11,High,0,94.689,6,49.4,6.21,156.81,14,9,833.6,656.9,995.6,636,996.5,151.3,1178.5,117,533.7,103.2,1784.6,1912.6,1688.9,1909.7,1711.7,1844.1,1304.2,1494,1536.6,1137.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa087177_T004,TRUE,Master Protein,Sn00001aa087177_T004,21,10,14,656,NA,0.893,0.939,0.258321800780845,0.923971593660624,1,1,112.4,100.4,130.1,122.1,2.55,4.53,8.4,5.25,High,0,36.523,10,73.5,7.81,45.38,10,0,489.3,378.3,628.7,317.3,569.2,73.4,1183.9,91.1,417.7,101.3,1047.5,1101.4,1066.5,952.8,977.7,894.7,1310.2,1163.3,1202.6,1116.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa074391_T001,TRUE,Master Protein,Sn00001aa074391_T001,42,10,24,329,NA,1.055,2.286,0.999968647784866,0.0126135896704407,1,0.116743023252189,78,82.4,90.5,206.9,11.45,16.21,27.7,11.04,High,0,48.271,2,36.2,7.72,83.62,10,10,686,401.9,814.2,376.2,848.7,127.8,1187.2,153,1375.7,307.3,1468.6,1170.1,1381.2,1129.6,1457.8,1557.7,1313.8,1953.7,3960.8,3387,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa066357_T001,TRUE,Master Protein,Sn00001aa066357_T001,37,19,69,741,NA,1.005,0.9,0.997419188038846,0.963661887075578,1,1,74.9,75.2,183.1,164.7,4.62,12.51,1.49,1.74,High,0,114.979,4,79.6,6.43,218.25,19,0,259.2,174.4,321,146.3,322.2,44.9,1190.9,105.4,421.4,107.4,554.9,507.8,544.5,439.3,553.4,547.3,1317.9,1345.9,1213.3,1183.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa084361_T003,TRUE,Master Protein,Sn00001aa084361_T003,54,16,118,348,NA,0.917,1.293,0.999927080717474,0.530501924489956,1,1,88.1,80.8,126.5,163.5,10.94,12.39,1.65,5.18,High,0,115.554,5,38.9,5.53,415.79,16,0,441.9,262.8,536,276.4,596.2,68.4,1192.9,101,608,147.6,946,765.1,909.2,830,1024.1,833.7,1320.1,1289.7,1750.5,1626.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa053161_T001,TRUE,Master Protein,Sn00001aa053161_T001,66,7,16,129,NA,0.813,0.878,0.1883426198019,0.754684384800242,0.95024850631989,1,163,132.5,93.2,81.9,2.9,10.07,18.47,5.28,High,0,25.113,5,14.3,5.38,39.3,7,0,980.4,680.7,1194.9,612.1,959.3,123.4,1194.5,79.6,340.7,95.9,2098.8,1981.9,2026.9,1838,1647.8,1504.1,1321.9,1016.5,980.9,1057,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa038373_T002,TRUE,Master Protein,Sn00001aa038373_T002,46,13,32,463,NA,1.629,1.326,2.79020388490592e-4,0.0309229098089658,0.0326011842037374,0.192559557998487,95.8,156,94.1,124.8,9.23,1.4,7.54,6.2,High,0,70.598,5,48,8.41,117.82,13,8,681.1,421.1,752.9,693,1234.1,169.2,1196.6,93.2,604.3,144.6,1458.1,1226,1277.2,2080.9,2119.8,2062.3,1324.2,1190.1,1739.9,1593.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa049260_T001,TRUE,Master Protein,Sn00001aa049260_T001,58,9,17,159,NA,0.93,0.604,0.973240240234565,0.00537008595271249,1,0.0696005257792736,132.4,123,147.6,89.2,7.26,6.3,7.94,4.1,High,0,30.7,9,18.3,6.2,57.44,9,0,526.8,365.6,724.3,341.7,610.4,94.6,1202.1,93.1,256.5,71,1127.8,1064.5,1228.7,1026,1048.5,1153.1,1330.3,1188.8,738.5,782.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa017605_T001,TRUE,Master Protein,Sn00001aa017605_T001,18,10,23,784,NA,0.956,0.52,0.999977764558844,0.00863514907160368,1,0.0908709816729159,112.4,107.4,181.1,94.2,13.58,8.68,19.92,13.64,High,0,38.424,10,85.9,6.04,74.73,10,0,446.8,258.7,571.5,306.7,532.1,64.5,1208.7,139.1,252.7,80.1,956.5,753.2,969.5,920.9,914,786.2,1337.6,1776.2,727.6,882.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa064880_T001,TRUE,Master Protein,Sn00001aa064880_T001,27,4,9,146,NA,0.839,0.455,0.974915227775525,0.0303950149861887,1,0.191200073966317,100.8,84.6,205,93.4,11.79,10.26,31.84,7.01,High,0,16.234,4,16.4,10.56,24.39,4,0,245.4,145.8,309.1,129.8,256,39.3,1211.5,66.4,160.5,46.3,525.3,424.5,524.3,389.8,439.7,479,1340.7,847.9,462.1,510.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa062052_T001,TRUE,Master Protein,Sn00001aa062052_T001,28,18,37,1012,NA,1.193,1.132,0.681495151737866,0.840811369584504,1,1,89.2,106.4,127.8,144.7,8.26,5.92,4.93,15.33,High,0,98.721,2,114.2,7.12,136.93,18,10,513.3,324.4,571.2,384.9,621.1,98.4,1211.7,112.6,608.7,127.9,1098.9,944.5,968.9,1155.7,1066.9,1199.4,1340.9,1437.9,1752.5,1409.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa010081_T002,TRUE,Master Protein,Sn00001aa010081_T002,35,6,13,347,NA,1.253,0.513,0.993931366229528,0.160105588632276,1,0.548340901999659,50.8,63.7,281.2,144.3,17.02,25.64,12.17,5.38,High,0,38.747,6,35.9,6.15,52.82,6,0,143.2,74.6,155.8,69.5,192.8,28.5,1211.9,124.8,250.8,70.7,306.6,217.2,264.3,208.7,331.2,347.4,1341.1,1593.6,722.1,779.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa015968_T001,TRUE,Master Protein,Sn00001aa015968_T001,22,3,27,211,NA,1.389,1.899,0.221238228917191,0.0207378745253999,1,0.152913860519828,88.8,123.3,80.9,153.7,6.52,8.53,6.37,36.66,High,0,29.823,2,22.1,6.18,94.89,3,1,766,530.4,848.3,714.2,1114.2,186.1,1215.8,115.3,711.9,316.1,1639.8,1544.3,1439,2144.5,1913.8,2268.3,1345.5,1472.3,2049.7,3484,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa071520_T002,TRUE,Master Protein,Sn00001aa071520_T002,34,11,23,393,NA,0.938,1.242,0.943130290036661,0.204435654642252,1,0.637922572283363,127.7,119.8,91.9,114.1,2.02,11.21,1.48,11.38,High,0,46.145,11,44.3,6.76,82.7,11,0,898.3,650.8,1089.2,592,924.5,163.1,1219.3,107.9,637.4,141.7,1923.1,1894.8,1847.6,1777.6,1588,1988,1349.3,1377.8,1835.2,1561.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa050361_T002,TRUE,Master Protein,Sn00001aa050361_T002,45,13,31,409,NA,1.069,0.944,0.999999993234003,0.982234809775084,1,1,84.2,90,68.4,64.6,2.56,12.24,4.32,2.19,High,0,69.915,13,43.4,7.31,109.26,13,0,773.8,554.5,927.8,574.7,1014.1,114.1,1221.7,99.6,436.7,110.6,1656.5,1614.4,1573.9,1725.7,1741.9,1390.7,1352,1271.8,1257.3,1219,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa089625_T002,TRUE,Master Protein,Sn00001aa089625_T002,51,13,27,359,NA,1.062,1.596,0.827926802553163,0.121788082490187,1,0.457571115452273,75.3,79.9,108.3,172.8,7.18,24.79,18.97,12.67,High,0,47.934,5,39,4.46,81.14,13,8,383.9,255.9,506.3,260.1,508.2,101.1,1222.8,80.9,717,156.5,821.8,745.1,858.9,781,872.9,1232.3,1353.2,1033.1,2064.3,1724.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa014276_T001,TRUE,Master Protein,Sn00001aa014276_T001,53,6,30,207,Met-loss [N-Term],1.018,0.912,0.982426805060665,0.962175525682549,1,1,117.3,119.4,113.7,103.7,14.16,4.16,11.84,4.98,High,0,72.633,4,22.7,4.4,122.25,6,4,710.3,654.4,877.5,527,901,119.7,1224.4,125.5,483.5,117.7,1520.6,1905.3,1488.5,1582.4,1547.6,1459,1355,1602.6,1392.1,1297.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa078895_T001,TRUE,Master Protein,Sn00001aa078895_T001,12,3,24,363,NA,1.127,1.329,0.995706195860179,0.593864540661115,1,1,121,136.3,88,117,6.63,21.57,16.22,11,High,0,34.857,3,39.3,7.58,81.09,3,0,775.4,540.3,1057.3,622.8,1272.6,115.3,1224.7,84.3,515.9,157.5,1660,1573.1,1793.5,1870.1,2185.9,1405.4,1355.3,1076.5,1485.3,1735.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa025834_T001,TRUE,Master Protein,Sn00001aa025834_T001,20,14,17,962,NA,0.836,0.672,0.363699577959671,0.0404031654348466,1,0.230539095888872,112.2,93.8,158.2,106.3,4.04,5.24,18.78,2.02,High,0,63.511,2,105.9,5.26,59.65,14,8,386.6,291.4,527.7,250.5,412.9,55.6,1235.9,82,275.3,74,827.6,848.4,895.2,752.2,709.2,677.7,1367.7,1047.1,792.6,815.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa023837_T002,TRUE,Master Protein,Sn00001aa023837_T002,41,7,21,257,NA,0.816,0.725,0.0481753656911728,0.0438380457500634,0.442082029954533,0.241457305960901,122.9,100.4,154.9,112.3,11.48,8.82,15.95,3.93,High,0,65.201,7,27.7,6.62,79.78,7,0,568.5,478.6,655.3,330.9,592.1,70.6,1237.4,134.5,397,98.1,1217,1393.5,1111.6,993.6,1017,860.5,1369.4,1717.5,1143,1081.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa084409_T001,TRUE,Master Protein,Sn00001aa084409_T001,31,10,45,486,NA,1.264,1.665,0.292319198082984,0.0491005630065784,1,0.260294513462443,86.1,108.8,55.8,93,8.91,17.44,23.21,4.99,High,0,77.563,5,52.2,8.59,161.98,10,6,1164.1,891.5,1285.6,1049.4,1541.6,308.3,1237.9,149.4,968.7,235.8,2492.1,2595.6,2180.8,3151.1,2648,3757.8,1369.9,1907.8,2789,2599,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa029254_T002,TRUE,Master Protein,Sn00001aa029254_T002,36,10,20,336,NA,0.666,0.608,0.00675452852355274,0.0060147144878111,0.146757525937984,0.0743126406811802,179.6,119.7,112.3,68.3,5.24,7.33,10.56,5.21,High,0,58.189,10,37.5,5.34,82,10,0,876.5,698.7,1222.6,451.5,832,101.3,1238.3,92.4,258.9,72.8,1876.4,2034.3,2073.9,1355.7,1429.1,1234.7,1370.4,1179.9,745.4,802.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040732_T002,TRUE,Master Protein,Sn00001aa040732_T002,44,10,20,289,NA,0.759,0.754,0.0724706858137619,0.0971066679476453,0.58020798052117,0.405921806256269,125.2,95,142.5,107.4,4.04,4.98,5.43,0.16,High,0,38.444,3,32.4,5.17,64.59,10,6,560.4,430.2,766.8,316.3,602.3,78,1239.6,116,372.8,97.6,1199.7,1252.5,1300.7,949.8,1034.6,950.7,1371.8,1481.3,1073.3,1075.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa082015_T001,TRUE,Master Protein,Sn00001aa082015_T001,23,6,21,328,NA,1.198,1.201,0.664100533612211,0.585315879141295,1,1,102.6,122.9,98.2,117.9,1.77,7.61,14.41,6.16,High,0,39.09,6,33.4,9.64,68.94,6,0,620.3,440.9,763.3,523.5,903.1,112,1240.1,87.6,540.1,129.3,1327.9,1283.7,1294.8,1571.9,1551.2,1365.1,1372.3,1118.6,1555,1425.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa077976_T004,TRUE,Master Protein,Sn00001aa077976_T004,23,7,36,443,NA,0.897,0.845,0.659435027845635,0.487501439994274,1,1,153.7,137.8,102.4,86.5,9.54,3.59,8.84,1.71,High,0,61.161,6,46.6,8.73,123.75,7,2,920.5,759.9,1406.9,660.6,1087.9,163.7,1250.2,122.8,427.1,114.3,1970.6,2212.5,2386.6,1983.6,1868.7,1995.3,1383.5,1568.1,1229.7,1259.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa058808_T002,TRUE,Master Protein,Sn00001aa058808_T002,25,13,27,726,NA,1.6,1.495,0.021195961565424,0.186814258630345,0.291191551145016,0.607922338238318,73.7,118,104.9,156.8,12.46,9.71,10.4,21.5,High,0,59.545,4,80.1,7.64,81.55,13,10,536.2,306.8,617.8,558.5,928.7,157.4,1251.8,125.7,902.4,173.5,1147.9,893.3,1048,1677,1595.2,1918.5,1385.3,1605.1,2598.1,1912.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001310_T003,TRUE,Master Protein,Sn00001aa001310_T003,23,9,16,562,Met-loss [N-Term],0.926,0.797,0.991996249145808,0.802495698628293,1,1,79.7,73.8,170.1,135.6,12.3,11.47,20.97,1.83,High,0,39.186,9,62.8,6.96,56.31,9,0,274.6,158.7,329.9,143,311.4,42.5,1252.4,80.5,334.7,85.2,587.9,462.1,559.6,429.4,534.9,518,1386,1027.9,963.6,939.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048311_T001,TRUE,Master Protein,Sn00001aa048311_T001,6,2,22,347,NA,1.707,1.227,0.108234891778872,0.912027265494902,0.712370305567467,1,87.4,149.1,97.3,119.5,27.45,21.11,1.22,19.9,High,0,14.852,2,38.7,6.4,74.67,2,0,726.2,302.1,749,795.2,1262.7,127.8,1268,111.8,695.2,136.8,1554.6,879.6,1270.6,2387.8,2168.9,1557.7,1403.2,1427.6,2001.6,1507.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa017669_T001,TRUE,Master Protein,Sn00001aa017669_T001,23,5,17,231,NA,1.318,1.35,0.0279747804216123,0.0416972304104128,0.325251609611277,0.234818907785158,110.1,145.2,90.7,122.3,1.55,9.14,10.28,14.77,High,0,22.268,3,26.1,6.86,46.26,5,2,859.6,630.2,1054.6,805.3,1247,210.9,1268.8,127.2,786.1,166.5,1840.2,1834.8,1788.9,2418.1,2142,2570.6,1404.1,1624.3,2263.3,1835.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001395_T002,TRUE,Master Protein,Sn00001aa001395_T002,26,5,11,274,NA,1.124,0.811,0.523473944846061,0.200952180997343,1,0.630675567437563,100.9,113.4,142.7,115.7,8.25,6.02,1.94,1.24,High,0,25.915,2,30.4,4.92,37.41,5,3,470.7,370,538.2,395.1,659.3,86.3,1269.8,113.1,404.8,103.9,1007.7,1077.3,913,1186.4,1132.5,1051.9,1405.2,1444.2,1165.5,1145.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa077403_T001,TRUE,Master Protein,Sn00001aa077403_T001,34,9,32,429,NA,1.151,1.296,0.00930713494500868,0.00237590978683844,0.17545287457835,0.0447554964131148,90.9,104.7,65,84.2,3.28,6.92,5.05,0.71,High,0,70.327,9,48.6,5.81,125.32,9,0,916.4,654.8,1083.1,813.4,1253.5,180,1275.3,102.9,616,159.3,1961.8,1906.5,1837.3,2442.4,2153.1,2194,1411.3,1314,1773.6,1755.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa000243_T001,TRUE,Master Protein,Sn00001aa000243_T001,26,3,17,140,NA,0.959,0.582,0.999879319354578,0.0010553930378584,1,0.0278350044099512,137.7,132.1,122,71,5.41,12.1,3.62,1.59,High,0,27.701,3,15,10.39,59.34,3,0,661.4,535.2,917.6,497.2,763.9,137.3,1277.7,105.2,275.5,73.6,1415.9,1558.3,1556.6,1493,1312.1,1673.5,1414,1343.4,793.2,811.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa002809_T001,TRUE,Master Protein,Sn00001aa002809_T001,42,27,164,698,NA,1.165,1.043,0.610501780301813,0.997688109749979,1,1,129.2,150.5,88,91.7,8.63,9.13,12.21,11.27,High,0,173.373,2,80.1,5.03,553.77,27,5,1059.4,860.2,1244.5,880.1,1376.2,232.9,1280.1,131.9,605.9,134.9,2267.9,2504.5,2111.1,2642.7,2363.9,2838.7,1416.6,1684.3,1744.5,1486.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa031891_T001,TRUE,Master Protein,Sn00001aa031891_T001,32,15,24,716,NA,0.987,1.001,0.999880546277871,0.99999999992865,1,1,90,88.8,140.5,140.7,8.25,5.93,13.22,0.23,High,0,66.298,3,78.3,6.09,87.05,15,10,386.1,256.9,520.2,250.1,491.4,66.9,1280.6,92,448,117.4,826.6,748,882.4,751,844.1,815.4,1417.2,1174.8,1289.9,1294,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa031121_T001,TRUE,Master Protein,Sn00001aa031121_T001,45,9,52,311,NA,0.809,0.959,0.810005213487758,0.99986908406648,1,1,187.4,151.6,58.3,55.9,20.5,7.37,15.47,13.04,High,0,103.985,7,33.3,5.59,229.35,9,0,1906.5,1750.9,1998.6,1245.6,1922.3,270.6,1280.7,89.1,463.8,100.7,4081.4,5097.8,3390.3,3740.2,3301.9,3298.3,1417.3,1137.8,1335.3,1109.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa091362_T001,TRUE,Master Protein,Sn00001aa091362_T001,29,8,38,245,NA,1.407,3.858,0.644283034391032,0.0225430292787928,1,0.158626132836003,48.6,68.3,65.6,252.9,24.42,26.75,13.53,29.6,High,0,68.665,8,28.1,9.14,122.36,8,0,540.7,266.6,752.5,396.3,948.4,169,1282.8,134.7,2589.6,442.3,1157.5,776.2,1276.5,1190,1629.1,2059.9,1419.6,1720.1,7455.8,4875,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa027816_T001,TRUE,Master Protein,Sn00001aa027816_T001,33,16,37,680,NA,1.107,1.139,0.34419512110745,0.589336330042584,1,1,95,105.2,68.9,78.5,6.73,3.8,16.41,1.52,High,0,80.167,14,76,6.34,124.22,16,1,814.1,625.4,939.2,685.2,1121.3,158.3,1283.4,88.1,494.6,132,1742.8,1820.9,1593.2,2057.5,1926,1929.5,1420.3,1125,1424,1454.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa090992_T002,TRUE,Master Protein,Sn00001aa090992_T002,43,12,31,463,NA,1.004,0.659,0.999999951809337,0.004333050888914,1,0.061265168718121,129,129.5,138.9,91.5,8.27,6.66,12.49,7.73,High,0,76.189,8,49.5,8.37,112.5,12,5,674,529.9,770.5,506.8,775.7,118.8,1284.6,132.9,375.4,87.9,1442.9,1542.8,1307,1521.8,1332.4,1448,1421.6,1697.1,1080.8,968.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa041742_T001,TRUE,Master Protein,Sn00001aa041742_T001,34,6,15,262,NA,0.857,0.775,0.329527287258173,0.249945236851234,1,0.732590075622796,114,97.7,163.9,127,8.32,10.12,20.69,0.87,High,0,39.683,3,28.4,7.25,56.04,6,3,536,354.9,719.4,276.5,572.5,82.4,1286.4,149.7,441.3,116.7,1147.5,1033.3,1220.3,830.3,983.4,1004.3,1423.6,1911.6,1270.6,1286.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa067208_T001,TRUE,Master Protein,Sn00001aa067208_T001,25,9,18,389,NA,0.879,0.743,0.634195475466293,0.123687158287968,1,0.463213663616698,19.8,17.4,28.7,21.3,4.77,6.74,2.08,23.58,High,0,34.64,1,41.2,7.18,52.19,9,6,453.9,349.3,544.9,264.5,529.3,70.1,1289.3,108.5,306.5,112.1,971.7,1017,924.3,794.2,909.2,854.4,1426.8,1385.5,882.5,1235.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa022211_T001,TRUE,Master Protein,Sn00001aa022211_T001,21,7,17,421,NA,1.031,0.975,0.999966262121801,0.996483416793409,1,1,94.4,97.3,139,135.5,4.47,4.71,3.45,3.14,High,0,37.813,5,47.5,5.74,53.95,7,2,464.6,312.5,557.8,302,577.5,80,1290.4,106.5,461.4,126,994.6,909.9,946.2,906.8,992,975.1,1428,1360,1328.4,1388.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa024061_T001,TRUE,Master Protein,Sn00001aa024061_T001,70,8,22,158,NA,0.81,0.746,0.514979882702752,0.351941285407009,1,0.900370351829832,131.7,106.7,119,88.8,6.86,7.97,24.95,6.04,High,0,57.12,8,17.2,8.85,82.33,8,0,630.7,407.6,782.1,357.7,655.5,78.9,1293.8,78.5,324,77.7,1350.2,1186.7,1326.7,1074.1,1125.9,961.7,1431.8,1002.4,932.8,856.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040590_T001,TRUE,Master Protein,Sn00001aa040590_T001,37,8,20,284,NA,0.596,0.845,0.00610678839089318,0.747210510454006,0.141619182867372,1,141,84,142.3,120.2,9.98,10.53,22.73,0.09,High,0,39.716,1,31.4,5.45,67.51,8,7,489.6,438.8,711.3,207.8,448.3,59,1294.3,81.1,357.1,93.4,1048.1,1277.6,1206.6,624,770,719.1,1432.3,1035.6,1028.1,1029.4,High,High,High,High,High,High,High,High,High,High,1
