"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa048386_T001",TRUE,"Master Protein","Ag00001aa048386_T001",15,2,6,261,NA,1.155,0.872131329646315,1,101.2,116.8,3.84,6.81,171.3,283,272.7,121.3,201.6,172.2,267.6,283,288.3,357.8,326.8,313.6,"High","High","High","High","High","High"
"Ag00001aa011695_T002",TRUE,"Master Protein","Ag00001aa011695_T002",15,3,6,337,NA,0.772,0.953414849030818,1,60.4,46.6,10.39,14.24,76.1,123.1,95.3,31.1,69.1,47.1,118.9,123.1,100.8,91.7,112,85.8,"High","High","High","High","High","High"
"Ag00001aa071149_T001",TRUE,"Master Protein","Ag00001aa071149_T001",5,3,7,1135,NA,1.393,0.136984762391896,0.469771274033523,82,114.2,7.28,16.01,113.8,154.5,152.5,84.3,138.6,98.8,177.8,154.5,161.2,248.6,224.7,179.9,"High","High","High","High","High","High"
"Ag00001aa135006_T001",TRUE,"Master Protein","Ag00001aa135006_T001",22,4,5,255,NA,1.214,0.69615339581429,1,101.8,123.6,9.39,14.04,85.6,126,104.9,56,94.4,68.5,133.7,126,110.9,165.2,153,124.8,"High","High","High","High","High","High"
"Ag00001aa080645_T002",TRUE,"Master Protein","Ag00001aa080645_T002",12,4,6,343,NA,0.861,0.316481516767815,0.813591013546768,92,79.2,3.72,6.24,130.3,218.8,203.1,61.9,114,112.1,203.6,218.8,214.7,182.6,184.8,204.2,"High","High","High","High","High","High"
"Ag00001aa008735_T001",TRUE,"Master Protein","Ag00001aa008735_T001",9,4,4,572,NA,0.826,0.331791682708693,0.835090389641071,95.2,78.6,9.75,11.31,96.5,147,165.8,39.6,76.8,79.6,150.8,147,175.3,116.8,124.5,145,"High","High","High","High","High","High"
"Ag00001aa058780_T001",TRUE,"Master Protein","Ag00001aa058780_T001",14,4,6,390,NA,1.353,0.293486983771061,0.777868662485813,86.8,117.5,5.68,17.51,48.6,71.6,64.1,25.5,66.1,53.2,75.9,71.6,67.8,75.2,107.1,96.9,"High","High","High","High","High","High"
"Ag00001aa017790_T001",TRUE,"Master Protein","Ag00001aa017790_T001",11,4,5,455,NA,1.109,0.72484876396719,1,89.8,99.7,4.75,0.85,61,91.9,82,34.1,62.9,56.1,95.3,91.9,86.7,100.6,102,102.2,"High","High","High","High","High","High"
"Ag00001aa030659_T002",TRUE,"Master Protein","Ag00001aa030659_T002",7,4,6,669,NA,1.137,0.973939319466183,1,79.7,90.5,4.61,18.2,57,85,76.8,35.8,59.6,40.2,89,85,81.2,105.6,96.6,73.2,"High","High","High","High","High","High"
"Ag00001aa031545_T001",TRUE,"Master Protein","Ag00001aa031545_T001",16,4,6,328,NA,1.038,0.793278814791157,1,100.5,104.4,9.99,8.87,76.7,106.3,122.9,40.3,86.8,68.3,119.8,106.3,129.9,118.9,140.7,124.4,"High","High","High","High","High","High"
"Ag00001aa009611_T001",TRUE,"Master Protein","Ag00001aa009611_T001",7,3,4,481,NA,0.788,0.564755807386857,1,81.5,64.2,4.64,16.46,65.7,103.5,105.5,35.9,50.3,43.7,102.6,103.5,111.5,105.9,81.5,79.6,"High","High","High","High","High","High"
"Ag00001aa030603_T002",TRUE,"Master Protein","Ag00001aa030603_T002",10,2,11,271,"Met-loss [N-Term]",3.185,0.00932752309289075,0.0779549287857535,51.3,163.5,16.94,36.99,270.2,344.2,286.8,371.7,838.3,336.6,422.1,344.2,303.2,1096.3,1358.8,613.1,"High","High","High","High","High","High"
"Ag00001aa072767_T001",TRUE,"Master Protein","Ag00001aa072767_T001",33,3,8,112,NA,1.024,0.994758844522069,1,33.3,34.1,37.87,23.68,6.3,14.4,20.1,5.4,6.1,8.1,9.8,14.4,21.3,15.9,9.9,14.8,"High","High","High","High","High","High"
"Ag00001aa007374_T001",TRUE,"Master Protein","Ag00001aa007374_T001",9,2,3,337,NA,0.525,0.114361727343812,0.414745171618749,59.2,31.1,38.41,21.22,70.3,157.1,224.7,37.3,50.9,40.6,109.8,157.1,237.6,110,82.5,73.9,"High","High","High","High","High","High"
"Ag00001aa078396_T005",TRUE,"Master Protein","Ag00001aa078396_T005",17,4,6,300,NA,0.658,0.00548904699159003,0.054481163605303,116.2,76.5,5.53,6.16,192.4,285.8,301.8,69.5,122.1,99.7,300.6,285.8,319.1,205,197.9,181.6,"High","High","High","High","High","High"
"Ag00001aa126852_T001",TRUE,"Master Protein","Ag00001aa126852_T001",6,3,4,587,NA,0.586,0.0901402999135928,0.358065604481034,86.1,50.5,23.9,8.71,90.9,105.7,84.7,20.5,43.7,34,142,105.7,89.6,60.5,70.8,61.9,"High","High","High","High","High","High"
"Ag00001aa093880_T001",TRUE,"Master Protein","Ag00001aa093880_T001",7,4,5,614,NA,0.651,0.0485909587326121,0.241703957274677,80.1,52.1,9.26,9.55,93.2,136,114.4,33.9,54.6,45.6,145.6,136,121,100,88.5,83.1,"High","High","High","High","High","High"
"Ag00001aa028935_T001",TRUE,"Master Protein","Ag00001aa028935_T001",21,5,6,343,NA,0.638,0.00112954397675935,0.0226361678828063,118.1,75.4,11.59,0.95,219.4,388.8,409.3,83.2,153.1,137.3,342.8,388.8,432.7,245.4,248.2,250.1,"High","High","High","High","High","High"
"Ag00001aa046178_T001",TRUE,"Master Protein","Ag00001aa046178_T001",38,3,11,117,NA,1.081,0.995893866998147,1,115.3,124.5,4.78,11.96,31.8,45.2,44.4,17.2,35.4,24.8,49.7,45.2,46.9,50.7,57.4,45.2,"High","High","High","High","High","High"
"Ag00001aa080179_T001",TRUE,"Master Protein","Ag00001aa080179_T001",11,4,5,435,NA,0.37,0.0163045054848309,0.115481009731609,256.2,94.9,34.66,24.86,47.9,36.8,50.5,5.5,12.2,14.5,74.8,36.8,53.4,16.2,19.8,26.4,"High","High","High","High","High","High"
"Ag00001aa150119_T001",TRUE,"Master Protein","Ag00001aa150119_T001",7,5,5,901,NA,0.726,0.849996783776094,1,137,99.5,17.73,28.21,131.6,173.2,233.6,50.6,83.1,122.8,205.6,173.2,247,149.2,134.7,223.7,"High","High","High","High","High","High"
"Ag00001aa116751_T001",TRUE,"Master Protein","Ag00001aa116751_T001",9,4,4,588,NA,0.916,0.999941643825433,1,163.6,149.8,13.45,12.13,68.8,104.8,78.8,39,59.2,50.6,107.5,104.8,83.3,115,96,92.2,"High","High","High","High","High","High"
"Ag00001aa072948_T001",TRUE,"Master Protein","Ag00001aa072948_T001",6,4,4,815,NA,0.954,0.907589940145107,1,60.1,57.3,29.99,7.39,169.4,169.4,148.1,54.8,94,96.8,264.6,169.4,156.6,161.6,152.4,176.3,"High","High","High","High","High","High"
"Ag00001aa064493_T001",TRUE,"Master Protein","Ag00001aa064493_T001",15,2,4,248,NA,0.851,0.987809233440732,1,101.1,86,11.27,18.22,58.9,105,109.2,40,55.1,46.9,92,105,115.5,118,89.3,85.4,"High","High","High","High","High","High"
"Ag00001aa040324_T001",TRUE,"Master Protein","Ag00001aa040324_T001",11,3,6,290,NA,0.984,0.956925562272541,1,74.9,73.7,8.74,2.77,166.6,225.3,211.6,72.4,136.8,123.8,260.3,225.3,223.7,213.5,221.7,225.5,"High","High","High","High","High","High"
"Ag00001aa047059_T001",TRUE,"Master Protein","Ag00001aa047059_T001",5,4,6,760,NA,1.87,0.401301253731677,0.929837286948408,80.7,150.9,21.96,61.09,61.2,100.3,132.8,118.6,58.8,103,95.6,100.3,140.4,349.8,95.3,187.6,"High","High","High","High","High","High"
"Ag00001aa081195_T001",TRUE,"Master Protein","Ag00001aa081195_T001",16,5,5,311,NA,0.844,0.588441339768577,1,123,103.9,10.83,14.38,171.3,330.4,299.7,90.7,138.3,164.6,267.6,330.4,316.9,267.5,224.2,299.8,"High","High","High","High","High","High"
"Ag00001aa034593_T002",TRUE,"Master Protein","Ag00001aa034593_T002",12,3,4,390,NA,0.838,0.0349359501093701,0.194674488504795,87.5,73.3,7.9,5.77,129.7,209.9,222.4,64.8,105.7,96.6,202.6,209.9,235.1,191.1,171.3,175.9,"High","High","High","High","High","High"
"Ag00001aa051975_T001",TRUE,"Master Protein","Ag00001aa051975_T001",30,4,5,196,NA,2.213,0.143767032192939,0.483953154371431,58.1,128.7,8.44,24.09,58.8,106.1,101.5,79.6,123.4,174.4,91.9,106.1,107.3,234.8,200,317.6,"High","High","High","High","High","High"
"Ag00001aa004147_T001",TRUE,"Master Protein","Ag00001aa004147_T001",7,3,3,665,NA,1.07,0.99999991460449,1,168.3,180.2,8.02,22.7,39.9,58.3,50.2,24.3,38.5,24.7,62.3,58.3,53.1,71.7,62.4,45,"High","High","High","High","High","High"
"Ag00001aa027535_T001",TRUE,"Master Protein","Ag00001aa027535_T001",6,4,6,797,NA,1.037,0.997905424452568,1,104.8,108.6,6.82,9.85,115.8,190,195.6,66.8,111.3,120.5,180.9,190,206.8,197,180.4,219.5,"High","High","High","High","High","High"
"Ag00001aa145422_T001",TRUE,"Master Protein","Ag00001aa145422_T001",17,3,4,227,NA,0.54,0.00502034288634168,0.0536254453114337,231,124.8,18.29,16.9,154.4,325.6,226.7,44.2,65.4,82,241.2,325.6,239.7,130.4,106,149.3,"High","High","High","High","High","High"
"Ag00001aa100409_T001",TRUE,"Master Protein","Ag00001aa100409_T001",5,3,4,745,NA,0.743,0.103415918489765,0.387273035287788,69,51.2,3.13,12.1,66.2,108.9,103.6,30.1,49.9,38.2,103.4,108.9,109.5,88.8,80.9,69.6,"High","High","High","High","High","High"
"Ag00001aa106883_T001",TRUE,"Master Protein","Ag00001aa106883_T001",12,3,4,362,NA,0.829,0.240288123396165,0.6824159920227,93.7,77.7,18.59,9.44,65.3,107.7,134.6,34.6,52.7,49,102,107.7,142.3,102,85.4,89.2,"High","High","High","High","High","High"
"Ag00001aa094559_T001",TRUE,"Master Protein","Ag00001aa094559_T001",23,3,6,165,NA,2.681,0.169046894620462,0.538849626446839,74.6,200.1,12.49,52.3,65.7,131.9,114.7,151.7,82.6,178.5,102.6,131.9,121.3,447.4,133.9,325.1,"High","High","High","High","High","High"
"Ag00001aa060501_T001",TRUE,"Master Protein","Ag00001aa060501_T001",24,3,4,189,NA,0.675,0.894943796717185,1,181.1,122.1,10.84,24.18,38.1,73.1,67.4,16.3,29.3,39,59.5,73.1,71.3,48.1,47.5,71,"High","High","High","High","High","High"
"Ag00001aa152439_T001",TRUE,"Master Protein","Ag00001aa152439_T001",28,2,8,110,NA,2.175,0.0457289765943014,0.230870629619902,114.4,248.8,13.94,5.15,41.9,78.7,82,60.2,105.6,88,65.5,78.7,86.7,177.6,171.2,160.3,"High","High","High","High","High","High"
"Ag00001aa072993_T001",TRUE,"Master Protein","Ag00001aa072993_T001",8,4,6,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa008136_T001",TRUE,"Master Protein","Ag00001aa008136_T001",8,2,4,397,NA,1.066,0.723384712620431,1,92.9,99,7.27,5.56,42.2,74.8,71.1,29.2,49.2,42.5,65.9,74.8,75.2,86.1,79.7,77.4,"High","High","High","High","High","High"
"Ag00001aa045553_T001",TRUE,"Master Protein","Ag00001aa045553_T001",24,3,5,169,NA,1.523,0.294009348202664,0.777868662485813,151.3,230.4,39.7,36.47,298.2,1082.6,739.6,403.7,524.7,969.7,465.9,1082.6,782,1190.7,850.5,1766.1,"High","High","High","High","High","High"
"Ag00001aa005848_T002",TRUE,"Master Protein","Ag00001aa005848_T002",11,3,6,372,NA,1.131,0.998944927418563,1,83.6,94.6,20.06,9.45,11.3,18.2,23.6,8,12.2,11.3,17.7,18.2,25,23.6,19.8,20.6,"High","High","High","High","High","High"
"Ag00001aa086531_T001",TRUE,"Master Protein","Ag00001aa086531_T001",43,2,4,80,NA,0.807,0.437240296343011,0.978035356672414,143.5,115.9,18.76,22.57,49.9,86.2,105,23.6,28.2,38.5,78,86.2,111,69.6,45.7,70.1,"High","High","High","High","High","High"
"Ag00001aa009760_T002",TRUE,"Master Protein","Ag00001aa009760_T002",12,4,5,343,NA,0.693,0.0321701067725569,0.182401308182025,149.5,103.6,5.64,9.87,111.7,191.8,164.5,41,69.6,75.1,174.5,191.8,173.9,120.9,112.8,136.8,"High","High","High","High","High","High"
"Ag00001aa115677_T001",TRUE,"Master Protein","Ag00001aa115677_T001",7,4,4,741,NA,0.959,0.841858176290189,1,98.3,94.3,25.68,20.29,66.4,89.7,137.6,38.2,61.4,40.9,103.7,89.7,145.5,112.7,99.5,74.5,"High","High","High","High","High","High"
"Ag00001aa156551_T001",TRUE,"Master Protein","Ag00001aa156551_T001",5,2,4,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa044263_T001",TRUE,"Master Protein","Ag00001aa044263_T001",43,3,6,101,NA,0.769,0.999993601794354,1,175,134.5,18.81,73.42,74.6,167,153.9,42.4,54,185,116.5,167,162.7,125.1,87.5,336.9,"High","High","High","High","High","High"
"Ag00001aa156369_T001",TRUE,"Master Protein","Ag00001aa156369_T001",19,3,6,203,NA,0.977,0.814423917881539,1,76.1,74.3,5.48,5.87,196.5,279.3,264.7,86.5,177,150.1,307,279.3,279.9,255.1,286.9,273.4,"High","High","High","High","High","High"
"Ag00001aa042477_T002",TRUE,"Master Protein","Ag00001aa042477_T002",7,3,3,552,NA,0.368,0.0908529560402721,0.359882241640099,107.9,39.7,17.06,50.57,9.7,21.4,18.2,2.4,3.8,8.1,15.2,21.4,19.2,7.1,6.2,14.8,"High","High","High","High","High","High"
"Ag00001aa065872_T001",TRUE,"Master Protein","Ag00001aa065872_T001",18,2,4,152,NA,1.348,0.970669656332543,1,60.2,81.2,16.4,21.12,65.1,98.7,124.4,46.5,58.3,78.3,101.7,98.7,131.5,137.1,94.5,142.6,"High","High","High","High","High","High"
"Ag00001aa029091_T001",TRUE,"Master Protein","Ag00001aa029091_T001",5,2,3,546,NA,0.976,0.999999984250714,1,134.8,131.6,10.07,5.62,122,170.3,197.2,63.1,112.4,111.1,190.6,170.3,208.5,186.1,182.2,202.3,"High","High","High","High","High","High"
"Ag00001aa055824_T001",TRUE,"Master Protein","Ag00001aa055824_T001",4,2,4,445,NA,1.013,0.684162324028146,1,48.5,49.1,17.07,36.87,6.1,7,9.1,5.9,5.9,5.3,9.5,7,9.6,17.4,9.6,9.7,"High","High","High","High","High","High"
"Ag00001aa115854_T004",TRUE,"Master Protein","Ag00001aa115854_T004",9,3,3,477,NA,0.987,0.999989303831112,1,118.2,116.7,4.87,6.42,61.7,106.2,96.9,34.3,58,58.7,96.4,106.2,102.4,101.2,94,106.9,"High","High","High","High","High","High"
"Ag00001aa089034_T002",TRUE,"Master Protein","Ag00001aa089034_T002",6,3,4,637,NA,1.419,0.00134216158832623,0.0250268745664473,108.2,153.5,8.55,8.48,97.8,143.5,160.5,83.7,130.5,119,152.8,143.5,169.7,246.9,211.5,216.7,"High","High","High","High","High","High"
"Ag00001aa072226_T001",TRUE,"Master Protein","Ag00001aa072226_T001",12,5,8,479,NA,0.849,0.852771974520196,1,31.7,26.9,9.16,7.29,121.9,198,213.8,57,107.4,82.9,190.4,198,226,168.1,174.1,151,"High","High","High","High","High","High"
"Ag00001aa031847_T001",TRUE,"Master Protein","Ag00001aa031847_T001",20,3,6,210,NA,0.754,0.0482193261287038,0.240381614815557,132.6,100,1.98,7.09,179.1,280.8,274.3,76.4,120.6,116.3,279.8,280.8,290,225.3,195.5,211.8,"High","High","High","High","High","High"
"Ag00001aa010132_T001",TRUE,"Master Protein","Ag00001aa010132_T001",24,5,5,235,NA,0.891,0.987127962869767,1,121.4,108.3,16.91,3.22,142.9,158.5,189,60.4,107.1,101.6,223.2,158.5,199.8,178.1,173.6,185,"High","High","High","High","High","High"
"Ag00001aa008443_T002",TRUE,"Master Protein","Ag00001aa008443_T002",20,4,4,230,NA,0.956,0.98522701793997,1,136.4,130.3,3,56.51,23.9,37.7,33.7,12.1,18,43.4,37.3,37.7,35.6,35.7,29.2,79,"High","High","High","High","High","High"
"Ag00001aa068599_T002",TRUE,"Master Protein","Ag00001aa068599_T002",18,2,3,163,NA,1.172,0.17779473705295,0.557225447456522,166.8,195.4,14.15,12.77,22.8,47.4,39.7,15.9,36.6,27,35.6,47.4,42,46.9,59.3,49.2,"High","High","High","High","High","High"
"Ag00001aa128190_T001",TRUE,"Master Protein","Ag00001aa128190_T001",19,3,4,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa047463_T001",TRUE,"Master Protein","Ag00001aa047463_T001",13,4,5,395,NA,3.801,6.23404359245683e-08,0.000144942828476799,56.6,215.2,13.77,9.92,142.3,228,267.9,293.8,451.6,483.3,222.3,228,283.2,866.5,732,880.2,"High","High","High","High","High","High"
"Ag00001aa000800_T001",TRUE,"Master Protein","Ag00001aa000800_T001",13,3,4,302,NA,2.841,0.0778077329544146,0.326579095688125,102.5,291.2,25.8,59.47,73,163.9,184,143.1,287.3,625.1,114,163.9,194.5,422.1,465.7,1138.5,"High","High","High","High","High","High"
"Ag00001aa041736_T002",TRUE,"Master Protein","Ag00001aa041736_T002",6,3,3,965,NA,0.939,0.998864471201512,1,95,89.2,7.14,3.12,72.8,108.2,93.3,34.4,66.1,55.8,113.7,108.2,98.6,101.5,107.1,101.6,"High","High","High","High","High","High"
"Ag00001aa061628_T001",TRUE,"Master Protein","Ag00001aa061628_T001",8,3,3,575,NA,1.155,0.995146702375488,1,71.3,82.3,5.2,17.43,31.7,53,45.3,19.4,38.8,24.3,49.5,53,47.9,57.2,62.9,44.3,"High","High","High","High","High","High"
"Ag00001aa116859_T001",TRUE,"Master Protein","Ag00001aa116859_T001",26,4,7,152,NA,0.617,0.0168822037520687,0.117488958496462,81.6,50.3,21.91,19.06,143.3,208.3,292.1,46.8,76.2,97.4,223.9,208.3,308.8,138,123.5,177.4,"High","High","High","High","High","High"
"Ag00001aa027594_T001",TRUE,"Master Protein","Ag00001aa027594_T001",12,3,3,319,NA,0.774,0.505236078324814,1,116.6,90.2,14.64,9.87,124.8,241.1,247.2,74.3,113.9,102.4,195,241.1,261.4,219.1,184.6,186.5,"High","High","High","High","High","High"
"Ag00001aa003132_T001",TRUE,"Master Protein","Ag00001aa003132_T001",9,2,3,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa034684_T001",TRUE,"Master Protein","Ag00001aa034684_T001",20,3,3,257,NA,0.554,0.380535043259893,0.898679299384023,236.6,131.1,23.06,39.54,43.9,93.6,104.2,26.3,32,19,68.6,93.6,110.2,77.6,51.9,34.6,"High","High","High","High","High","High"
"Ag00001aa151995_T001",TRUE,"Master Protein","Ag00001aa151995_T001",13,5,5,471,NA,1.314,0.0622057312552959,0.284231793784925,110.7,145.4,1.12,15.52,123.6,197.1,186,87.6,135.9,165.2,193.1,197.1,196.7,258.4,220.3,300.9,"High","High","High","High","High","High"
"Ag00001aa055549_T001",TRUE,"Master Protein","Ag00001aa055549_T001",7,5,5,806,NA,0.425,0.00305064922695275,0.0417694892154371,162.5,69,35.08,29.34,134.7,195.4,337.5,30.3,54.6,78.7,210.4,195.4,356.8,89.4,88.5,143.3,"High","High","High","High","High","High"
"Ag00001aa001866_T001",TRUE,"Master Protein","Ag00001aa001866_T001",10,3,3,346,NA,1.235,0.880147367449151,1,78.4,96.8,3.23,10.09,100,150.2,151.5,65.4,122.9,90.1,156.2,150.2,160.2,192.9,199.2,164.1,"High","High","High","High","High","High"
"Ag00001aa008506_T001",TRUE,"Master Protein","Ag00001aa008506_T001",23,3,5,184,NA,0.802,0.882842520762094,1,128.9,103.4,14.55,7.22,29.1,54.7,57.7,16.8,27,24.1,45.5,54.7,61,49.5,43.8,43.9,"High","High","High","High","High","High"
"Ag00001aa082217_T001",TRUE,"Master Protein","Ag00001aa082217_T001",6,4,5,640,NA,0.5,0.000887554079027297,0.0200439993285326,213.4,106.7,16.12,16.55,247.2,345.4,446.5,51.7,119.2,116.9,386.2,345.4,472.1,152.5,193.2,212.9,"High","High","High","High","High","High"
"Ag00001aa089959_T001",TRUE,"Master Protein","Ag00001aa089959_T001",5,2,2,709,NA,0.467,0.00177747146103424,0.0291230227649278,112.2,52.4,8.4,15.88,46,63.3,70.5,12.4,20.7,14.6,71.9,63.3,74.5,36.6,33.6,26.6,"High","High","High","High","High","High"
"Ag00001aa034124_T002",TRUE,"Master Protein","Ag00001aa034124_T002",12,3,4,281,NA,0.329,0.00826856457898051,0.0710118551530294,295.3,97.1,8.41,25.4,61,81.1,87.6,8.9,18.8,23.3,95.3,81.1,92.6,26.2,30.5,42.4,"High","High","High","High","High","High"
"Ag00001aa056305_T001",TRUE,"Master Protein","Ag00001aa056305_T001",22,3,4,184,NA,1.035,0.997394880988548,1,87.5,90.6,18.63,13.25,42.5,60.5,81.1,29,42.4,37.5,66.4,60.5,85.7,85.5,68.7,68.3,"High","High","High","High","High","High"
"Ag00001aa047186_T002",TRUE,"Master Protein","Ag00001aa047186_T002",16,4,4,361,NA,0.693,0.0256456879263028,0.157280862145417,109.6,75.9,9.45,8.94,26.7,46.2,36.2,9.8,18,13.6,41.7,46.2,38.3,28.9,29.2,24.8,"High","High","High","High","High","High"
"Ag00001aa017258_T001",TRUE,"Master Protein","Ag00001aa017258_T001",20,4,5,295,NA,0.708,0.330340232684795,0.83231149478027,134.3,95,11.03,6.79,161,242.1,192.2,54.4,105.7,100.9,251.5,242.1,203.2,160.4,171.3,183.8,"High","High","High","High","High","High"
"Ag00001aa063972_T001",TRUE,"Master Protein","Ag00001aa063972_T001",6,3,3,779,NA,0.78,0.829187090774293,1,64.4,50.2,28.78,17.94,19.7,21.2,16.9,4.3,10.2,10,30.8,21.2,17.9,12.7,16.5,18.2,"High","High","High","High","High","High"
"Ag00001aa050969_T001",TRUE,"Master Protein","Ag00001aa050969_T001",5,3,4,1006,NA,1.288,0.984806742717182,1,61.9,79.8,22.53,16.16,32.7,48.5,68.1,23.7,40.6,27.9,51.1,48.5,72,69.9,65.8,50.8,"High","High","High","High","High","High"
"Ag00001aa052407_T001",TRUE,"Master Protein","Ag00001aa052407_T001",8,3,4,626,NA,0.907,0.999999723830447,1,86,78,5.46,24.58,25.5,44.2,38.7,18.6,22.9,19.9,39.8,44.2,40.9,54.9,37.1,36.2,"High","High","High","High","High","High"
"Ag00001aa016017_T001",TRUE,"Master Protein","Ag00001aa016017_T001",11,2,3,194,NA,0.538,0.00504237210148739,0.0536254453114337,94.6,50.8,14.11,13.28,52.1,88.4,100.8,16,36.5,26.1,81.4,88.4,106.6,47.2,59.2,47.5,"High","High","High","High","High","High"
"Ag00001aa030098_T001",TRUE,"Master Protein","Ag00001aa030098_T001",18,4,7,208,NA,0.608,1.1203059173015e-05,0.00182609864520145,94.5,57.5,9.83,0.32,71.7,111.2,124.6,23.1,41.8,37.4,112,111.2,131.7,68.1,67.8,68.1,"High","High","High","High","High","High"
"Ag00001aa140168_T001",TRUE,"Master Protein","Ag00001aa140168_T001",14,3,5,223,NA,1.275,0.929023543527306,1,123.4,157.3,25.26,22.54,218.6,413.8,528.5,178.9,282.2,386.4,341.5,413.8,558.8,527.6,457.4,703.8,"High","High","High","High","High","High"
"Ag00001aa135942_T001",TRUE,"Master Protein","Ag00001aa135942_T001",10,3,3,473,NA,0.894,0.996870610820818,1,141.8,126.7,2.05,13.81,100.1,158.8,144.2,47.4,83.6,95.1,156.4,158.8,152.5,139.8,135.5,173.2,"High","High","High","High","High","High"
"Ag00001aa031643_T001",TRUE,"Master Protein","Ag00001aa031643_T001",13,4,5,388,NA,1.174,0.727813550570881,1,70,82.2,14.53,3.51,49.9,68.4,55,28.7,48.9,44.1,78,68.4,58.2,84.6,79.3,80.3,"High","High","High","High","High","High"
"Ag00001aa069303_T001",TRUE,"Master Protein","Ag00001aa069303_T001",12,4,4,419,NA,0.514,2.89210748183333e-05,0.00307990166098704,123.7,63.6,10.8,7.23,172.3,217.4,225,37.2,75.5,69.3,269.2,217.4,237.9,109.7,122.4,126.2,"High","High","High","High","High","High"
"Ag00001aa060199_T001",TRUE,"Master Protein","Ag00001aa060199_T001",14,3,4,303,NA,0.88,0.34437962532632,0.847338037153973,143.2,126,20.13,8.03,284.8,412.6,563,135.1,241.5,188.2,444.9,412.6,595.2,398.5,391.4,342.8,"High","High","High","High","High","High"
"Ag00001aa027483_T001",TRUE,"Master Protein","Ag00001aa027483_T001",20,2,5,137,NA,0.717,0.174860112080841,0.550062117049892,75.1,53.9,10.21,9.57,57.9,85.9,98.6,22,46.3,34.6,90.5,85.9,104.2,64.9,75,63,"High","High","High","High","High","High"
"Ag00001aa096229_T001",TRUE,"Master Protein","Ag00001aa096229_T001",21,4,4,301,NA,0.853,0.983261470706809,1,122.8,104.8,9.07,9.03,79.7,104,111.5,34.1,61.8,64.2,124.5,104,117.9,100.6,100.2,116.9,"High","High","High","High","High","High"
"Ag00001aa134149_T002",TRUE,"Master Protein","Ag00001aa134149_T002",5,4,5,927,NA,1.4,0.0262504113569053,0.159134708579616,52.2,73,10.97,6.59,42.1,54.6,51.8,25.7,52.6,42.1,65.8,54.6,54.8,75.8,85.3,76.7,"High","High","High","High","High","High"
"Ag00001aa068975_T004",TRUE,"Master Protein","Ag00001aa068975_T004",9,3,5,216,NA,0.839,0.89862406422127,1,194.7,163.4,20.31,9.5,79.1,138.1,171.4,36.4,71.5,71.1,123.6,138.1,181.2,107.4,115.9,129.5,"High","High","High","High","High","High"
"Ag00001aa128402_T002",TRUE,"Master Protein","Ag00001aa128402_T002",14,3,5,269,NA,1.646,0.00131458834754927,0.0250189447145577,80.8,133,14.01,11.34,132.2,258.4,256.9,144.2,267.1,192.3,206.5,258.4,271.6,425.3,432.9,350.2,"High","High","High","High","High","High"
"Ag00001aa020105_T001",TRUE,"Master Protein","Ag00001aa020105_T001",7,2,4,406,NA,0.734,0.152315595195133,0.501644484839789,174.7,128.3,30.8,4.95,105.5,187.2,272.6,46.6,89.2,71.9,164.8,187.2,288.2,137.4,144.6,131,"High","High","High","High","High","High"
"Ag00001aa127684_T001",TRUE,"Master Protein","Ag00001aa127684_T001",14,3,5,201,NA,0.852,0.886390947444485,1,102.9,87.7,9.86,12.08,139.8,246.1,251.8,81.5,129.3,103.9,218.4,246.1,266.2,240.4,209.6,189.2,"High","High","High","High","High","High"
